IdCampanha,DataInicio,iTipoCampanha,Envios,QtdPedidos_N,QtdAberturas_N,Montante_N,QtdPedidos_N1,QtdAberturas_N1,Montante_N1,QtdPedidos_N2,QtdAberturas_N2,Montante_N2,QtdPedidos_N3,QtdAberturas_N3,Montante_N3,QtdPedidos_N4,QtdAberturas_N4,Montante_N4
2706,2023-06-06,iXS_CCR_SMSA,4552,0,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000
2719,2023-06-21,iXS_RUC_1T,2000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000
2720,2023-06-21,iXS_RUC_1T,2000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000
2721,2023-06-21,iXS_RUC_1T,2500,0,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000
2722,2023-06-21,iXS_RUC_1T,2500,0,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000
2728,2023-07-11,iXS_CCR_SMSA,5495,0,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000
2746,2023-07-10,iXS_PCDPM_1T,2501,0,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000
2752,2023-07-18,iXS_RUC_1T,10001,0,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000
2753,2023-07-17,iXS_CCR_SMSA,9162,0,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000
2754,2023-07-19,iXS_RUC_1T,9766,0,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000
2755,2023-07-19,iXS_RUC_1T,5000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000
2756,2023-07-19,iXS_RUC_1T,5000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000
2757,2023-07-20,iXS_PCDPM_1T,5001,0,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000
2759,2023-07-21,iXS_PCDPM_1T,4920,0,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000
2760,2023-07-24,iXS_PCDPM_1T,2449,0,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000
2761,2023-07-25,iXS_PCDPM_1T,4900,0,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000
2763,2023-07-25,iXS_PMS,411,0,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000
2764,2023-07-25,iXS_PMS,383,0,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000
2766,2023-07-26,iXS_PCDPM_1T,2444,0,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000
2771,2023-08-03,iXS_PCDPM_1T,29273,0,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000
2775,2023-08-07,iXS_RUC_1T,11558,0,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000
2776,2023-08-07,iXS_RUC_1T,275,0,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000
2778,2023-08-08,iXS_PMS,723,0,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000
2779,2023-08-08,iXS_PMS,268,0,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000
2781,2023-08-09,iXS_CCR_SMSA,7933,0,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000
2782,2023-08-09,iXS_CCR_SMSA,4596,0,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000
2801,2023-09-05,iXS_PCDPM_1T,29814,0,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,10,4,35500.0000
2803,2023-09-06,iXS_RUC_1T,4977,0,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000
2804,2023-09-06,iXS_RUC_1T,22,0,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000
2807,2023-09-07,iXS_CCR_SMSA,12091,0,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000
2808,2023-09-07,iXS_CCR_SMSA,6823,0,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000
2822,2023-09-13,iXS_RUC_1T,9954,0,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,1,1,19000.0000
2823,2023-09-13,iXS_RUC_1T,9956,0,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,2,0,0.0000
2828,2023-09-14,iXS_PMS,530,0,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000
2829,2023-09-14,iXS_PMS,453,0,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000
2838,2023-09-27,iXS_Terminados_NPA_1T,123697,0,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,4,0,0.0000
2839,2023-09-04,iXS_Terminados_NPA_1T,101482,0,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,2,1,3500.0000
2842,2023-10-09,iXS_PCDPM_1T,20001,0,0,0.0000,0,0,0.0000,0,0,0.0000,86,30,222000.0000,6,10,36000.0000
2856,2023-10-10,iXS_CCR_SMSA,8588,0,0,0.0000,0,0,0.0000,0,0,0.0000,8,2,3500.0000,2,1,3000.0000
2857,2023-10-10,iXS_CCR_SMSA,4479,0,0,0.0000,0,0,0.0000,0,0,0.0000,12,0,0.0000,0,3,11500.0000
2883,2023-10-09,iXS_Terminados_NPA_1T,17309,0,0,0.0000,0,0,0.0000,0,0,0.0000,6,1,500.0000,0,0,0.0000
2885,2023-11-06,iXS_PCDPM_1T,17502,0,0,0.0000,0,0,0.0000,99,36,220000.0000,35,15,75250.0000,1,2,35000.0000
2889,2023-11-07,iXS_PMS,552,0,0,0.0000,0,0,0.0000,2,1,13000.0000,1,0,0.0000,0,0,0.0000
2890,2023-11-07,iXS_PMS,912,0,0,0.0000,0,0,0.0000,9,3,12750.0000,4,0,0.0000,0,0,0.0000
2892,2023-11-07,iXS_CCR_SMSA,5553,0,0,0.0000,0,0,0.0000,12,1,10000.0000,8,4,14000.0000,0,0,0.0000
2893,2023-11-07,iXS_CCR_SMSA,9612,0,0,0.0000,0,0,0.0000,32,9,56250.0000,13,4,12000.0000,1,0,0.0000
2910,2023-11-08,iXS_Terminados_NPA_1T,132297,0,0,0.0000,0,0,0.0000,44,2,20500.0000,25,1,1000.0000,2,1,500.0000
2917,2023-11-13,iXS_PCDPM_1T,2500,0,0,0.0000,0,0,0.0000,18,7,72750.0000,11,3,56000.0000,2,2,7000.0000
2918,2023-11-14,iXS_PCDPM_1T,2500,0,0,0.0000,0,0,0.0000,15,6,40250.0000,9,4,12500.0000,0,0,0.0000
2919,2023-11-14,iXS_PCDPM_1T,2500,0,0,0.0000,0,0,0.0000,26,11,66250.0000,13,3,12500.0000,1,1,750.0000
2921,2023-11-15,iXS_RUC_1T,69,0,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000
2922,2023-11-15,iXS_RUC_1T,2000,0,0,0.0000,0,0,0.0000,3,0,0.0000,2,1,4500.0000,1,1,3000.0000
2923,2023-11-15,iXS_RUC_1T,2000,0,0,0.0000,0,0,0.0000,4,2,20500.0000,3,1,18500.0000,0,0,0.0000
2924,2023-11-16,iXS_RUC_1T,6001,0,0,0.0000,0,0,0.0000,22,6,34750.0000,11,8,30750.0000,0,0,0.0000
2925,2023-11-16,iXS_RUC_1T,6000,0,0,0.0000,0,0,0.0000,19,3,17000.0000,12,4,28500.0000,0,0,0.0000
2926,2023-11-20,iXS_RUC_1T,4930,0,0,0.0000,0,0,0.0000,31,12,100000.0000,17,5,22000.0000,0,1,5000.0000
2927,2023-11-20,iXS_RUC_1T,4001,0,0,0.0000,0,0,0.0000,23,6,26000.0000,6,2,13000.0000,0,1,7000.0000
2928,2023-11-22,iXS_RUC_1T,6785,0,0,0.0000,0,0,0.0000,54,19,100000.0000,29,9,127250.0000,1,1,6500.0000
2929,2023-11-22,iXS_RUC_1T,6785,0,0,0.0000,0,0,0.0000,61,21,165500.0000,28,9,33000.0000,0,2,29500.0000
2932,2023-11-27,iXS_Terminados_NPA_1T,129211,0,0,0.0000,0,0,0.0000,223,57,338000.0000,53,5,42000.0000,2,2,10500.0000
2936,2023-12-06,iXS_PCDPM_1T,970,0,0,0.0000,26,13,62500.0000,3,4,25750.0000,10,4,36000.0000,0,0,0.0000
2951,2023-12-11,iXS_CCR_SMSA,8809,0,0,0.0000,35,10,104500.0000,26,15,90500.0000,16,3,32500.0000,1,0,0.0000
2953,2023-12-11,iXS_CCR_SMSA,5854,0,0,0.0000,36,10,36250.0000,13,5,21500.0000,13,6,21000.0000,0,2,16000.0000
2954,2023-12-11,iXS_CCR_SMSB,5849,0,0,0.0000,27,9,33500.0000,12,4,15000.0000,5,2,2250.0000,0,0,0.0000
2961,2023-12-14,iXS_PCD_NPA_CPay,3410,0,0,0.0000,61,12,47750.0000,16,4,7000.0000,22,5,25250.0000,1,1,2000.0000
2962,2023-12-14,iXS_RUC_NPA_CPay,3500,0,0,0.0000,48,9,17250.0000,17,1,500.0000,10,0,0.0000,0,0,0.0000
2963,2023-12-18,iXS_RUC_1T,4928,0,0,0.0000,101,40,242000.0000,45,16,55500.0000,18,5,12250.0000,0,1,15750.0000
2964,2023-12-18,iXS_RUC_1T,71,0,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000
2966,2023-12-19,iXS_Terminados_NPA_1T,39008,0,0,0.0000,240,61,327750.0000,146,40,181750.0000,36,13,107250.0000,0,0,0.0000
2967,2023-12-21,iXS_RUC_1T,4915,0,0,0.0000,41,14,53250.0000,26,13,51500.0000,15,3,22500.0000,0,1,500.0000
2969,2023-12-28,iXS_PMS,2377,0,0,0.0000,47,26,173250.0000,11,4,12000.0000,12,3,5250.0000,1,1,20000.0000
2970,2023-12-28,iXS_PMS,4772,0,0,0.0000,32,16,114500.0000,5,3,22500.0000,6,1,1000.0000,0,0,0.0000
2972,2023-12-11,iXS_PCDPM_1T,24550,0,0,0.0000,443,176,1169750.0000,251,123,862250.0000,136,38,213000.0000,3,6,25250.0000
2980,2024-01-15,iXS_RUC_1T,4961,80,19,103500.0000,61,37,163750.0000,35,19,89750.0000,22,6,25000.0000,0,0,0.0000
2982,2024-01-08,iXS_PCDPM_1T,19787,628,236,1464000.0000,302,214,1249500.0000,206,86,488750.0000,107,39,194000.0000,5,6,42750.0000
2986,2024-01-16,iXS_RUC_1T,4931,22,4,24250.0000,38,16,99000.0000,16,12,64500.0000,6,2,6500.0000,0,0,0.0000
2988,2024-01-11,iXS_PMS,4203,37,13,80250.0000,51,27,179750.0000,21,17,104500.0000,7,1,750.0000,0,0,0.0000
2989,2024-01-11,iXS_PMS,787,2,1,7500.0000,2,1,7500.0000,1,1,3000.0000,0,0,0.0000,0,0,0.0000
2990,2024-01-09,iXS_PCDPM_1T,14813,164,51,407500.0000,117,66,454750.0000,57,33,194750.0000,23,9,32000.0000,1,2,51000.0000
3000,2024-01-10,iXS_CCR_SMSA,198,2,0,0.0000,2,1,2000.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000
3024,2024-01-16,iXS_Terminados_NPA_1T,89838,254,56,337500.0000,330,97,611500.0000,329,111,679500.0000,251,63,347500.0000,3,8,37250.0000
3030,2024-01-11,iXS_PMS,3278,4,0,0.0000,23,10,84500.0000,8,5,24250.0000,2,0,0.0000,0,0,0.0000
3034,2024-02-01,iXS_RUC_NPA_CPay,11150,131,22,101000.0000,52,18,70500.0000,18,6,14000.0000,13,3,7500.0000,0,0,0.0000
3035,2024-02-01,iXS_RUC_NPA_CPay,11233,142,23,73000.0000,58,13,50250.0000,22,2,2750.0000,9,0,0.0000,0,0,0.0000
3036,2024-02-06,iXS_PCDPM_1T,9745,122,37,310250.0000,96,50,297250.0000,56,37,243500.0000,28,19,120250.0000,1,1,2000.0000
3053,2024-02-08,iXS_PCDPM_1T,19574,510,198,1221250.0000,340,190,1126250.0000,171,71,438500.0000,108,31,193000.0000,3,4,15500.0000
3054,2024-02-09,iXS_Terminados_NPA_1T,9069,66,10,44250.0000,44,18,85000.0000,19,4,23750.0000,7,1,1000.0000,0,0,0.0000
3059,2024-02-14,iXS_RUC_1T,19668,227,56,228250.0000,229,125,658000.0000,116,58,287750.0000,37,5,24750.0000,1,1,5000.0000
3060,2024-02-14,iXS_PMS,2488,12,4,42500.0000,13,8,62750.0000,7,2,9000.0000,4,1,13000.0000,1,0,0.0000
3066,2024-02-19,iXS_PCD_Auto,2822,8,1,3000.0000,13,6,59000.0000,6,3,35750.0000,3,0,0.0000,0,0,0.0000
3067,2024-02-20,iXS_PCD_NPA_1T,4255,710,169,828750.0000,216,164,739000.0000,122,33,184500.0000,102,25,135500.0000,2,2,20750.0000
3068,2024-02-21,iXS_PMS,4999,14,5,23500.0000,31,12,71000.0000,22,10,52750.0000,5,2,10000.0000,0,0,0.0000
3069,2024-02-20,iXS_PCD_NPA_1T,5001,178,2,10000.0000,47,1,5000.0000,43,1,5000.0000,59,5,52000.0000,0,1,20000.0000
3070,2024-02-09,iXS_Terminados_NPA_1T,55004,83,5,32000.0000,342,91,492000.0000,77,21,85250.0000,58,12,51250.0000,3,2,12250.0000
3071,2024-03-04,iXS_PCD_NPA_1T,12717,266,80,369750.0000,93,37,217250.0000,70,26,176250.0000,43,11,66250.0000,0,4,41000.0000
3073,2024-03-06,iXS_PCDPM_1T,4883,52,22,172250.0000,33,14,125250.0000,11,11,85750.0000,11,1,5000.0000,0,1,6500.0000
3075,2024-03-06,iXS_PCDPM_1T,24507,400,146,916750.0000,210,113,634250.0000,102,49,279750.0000,47,15,111000.0000,5,5,23000.0000
3102,2024-03-11,iXS_PMS,5000,52,18,189750.0000,30,14,101250.0000,10,3,6000.0000,2,1,12000.0000,0,0,0.0000
3103,2024-03-14,iXS_RUC_NPA_CPay,20652,151,20,50000.0000,104,31,75500.0000,39,5,12000.0000,38,6,11000.0000,1,3,38500.0000
3106,2024-03-14,iXS_RUC_NPA_CPay,7636,26,6,45250.0000,14,6,17000.0000,5,1,5250.0000,7,1,3000.0000,0,0,0.0000
3108,2024-03-18,iXS_PMS,5000,48,8,45750.0000,31,22,96500.0000,19,8,47000.0000,4,1,14750.0000,0,0,0.0000
3109,2024-03-18,iXS_RUC_1T,18680,166,35,158000.0000,174,84,352000.0000,70,35,173250.0000,27,5,51250.0000,2,2,7500.0000
3113,2024-03-27,iXS_Terminados_NPA_1T,74198,115,4,14000.0000,377,102,595250.0000,88,34,175250.0000,52,13,56000.0000,1,0,0.0000
3114,2024-04-03,iXS_PCDPM_1T,28428,519,189,1133500.0000,401,203,1179000.0000,199,93,535750.0000,148,46,247350.0000,19,15,100750.0000
3116,2024-04-05,iXS_PCD_NPA_1T,2606,390,126,616500.0000,218,94,427500.0000,135,39,129750.0000,154,35,148000.0000,2,8,40500.0000
3117,2024-04-05,iXS_RUC_NPA_1T,6290,469,95,211000.0000,261,62,218250.0000,166,27,138500.0000,160,32,166500.0000,14,5,12750.0000
3119,2024-04-08,iXS_CCR_SMSA,5456,53,17,159500.0000,58,24,189750.0000,37,19,112000.0000,19,7,58000.0000,0,1,2000.0000
3120,2024-04-08,iXS_CCR_SMSB,8565,92,30,220250.0000,110,50,302250.0000,66,28,197000.0000,39,13,61250.0000,1,5,37000.0000
3121,2024-04-08,iXS_CCR_SMSC,22810,169,37,201500.0000,77,29,158000.0000,43,9,43750.0000,30,5,39000.0000,0,0,0.0000
3131,2024-04-15,iXS_PMS,4997,55,19,124250.0000,38,17,118000.0000,23,6,59000.0000,18,9,42750.0000,4,0,0.0000
3132,2024-04-16,iXS_RUC_1T,19610,215,58,235250.0000,221,107,567500.0000,119,45,298500.0000,99,29,223250.0000,12,7,25000.0000
3133,2024-04-16,iXS_PMS,5000,29,9,101750.0000,30,18,189750.0000,19,10,88250.0000,9,7,73500.0000,3,0,0.0000
3134,2024-04-17,iXS_PCDPM_2T,9750,67,15,112250.0000,86,35,323250.0000,71,22,116500.0000,39,11,62500.0000,4,2,12000.0000
3141,2024-04-19,iXS_PCDPM_1T,5057,21,6,31000.0000,100,45,248500.0000,58,21,70250.0000,55,22,83750.0000,5,6,38250.0000
3142,2024-04-22,iXS_RUC_NPA_CPay,14149,58,6,19750.0000,60,18,53500.0000,30,4,17000.0000,31,7,15750.0000,0,2,9750.0000
3143,2024-04-22,iXS_PCD_NPA_CPay,14149,53,3,13500.0000,56,16,35000.0000,33,5,13500.0000,30,5,20250.0000,0,1,1000.0000
3144,2024-04-26,iXS_PCD_Auto,9898,7,1,15000.0000,54,21,116000.0000,38,17,76500.0000,22,10,72000.0000,2,4,27000.0000
3150,2024-05-06,iXS_Terminados_NPA_1T,142813,966,195,1014000.0000,630,147,794250.0000,272,73,483750.0000,184,35,210750.0000,2,6,44250.0000
3151,2024-05-07,iXS_PCDPM_1T,14840,519,183,1101000.0000,189,109,630650.0000,163,71,414200.0000,103,48,186750.0000,5,8,72500.0000
3157,2024-05-08,iXS_PCDPM_2T,6849,117,40,303950.0000,75,34,262000.0000,67,20,204000.0000,22,8,53750.0000,3,2,5500.0000
3158,2024-05-08,iXS_PCD_Inativos_1T,9478,76,26,170250.0000,42,23,97250.0000,38,14,39750.0000,26,15,85750.0000,0,2,7750.0000
3164,2024-05-13,iXS_CCR_SMSA,3510,25,7,59500.0000,32,14,61000.0000,16,11,59250.0000,9,2,8000.0000,0,0,0.0000
3165,2024-05-13,iXS_CCR_SMSB,6141,56,17,99500.0000,79,34,276250.0000,38,17,63500.0000,22,9,79750.0000,1,0,0.0000
3166,2024-05-13,iXS_CCR_SMSC,13177,91,15,55750.0000,115,28,102750.0000,41,13,45000.0000,29,4,12750.0000,1,1,5000.0000
3167,2024-05-13,iXS_RUC_1T,15576,243,74,331000.0000,118,50,224750.0000,98,29,250500.0000,49,19,156750.0000,1,1,15250.0000
3169,2024-05-14,iXS_PMS,5350,58,19,118750.0000,45,14,71250.0000,19,9,41750.0000,9,1,5000.0000,0,0,0.0000
3170,2024-05-15,iXS_PCDPMHabit,9487,109,42,278500.0000,64,57,437500.0000,51,25,186500.0000,31,14,126000.0000,1,0,0.0000
3171,2024-05-16,iXS_RUC_NPA_1T,3000,15,3,11500.0000,5,5,13000.0000,6,0,0.0000,0,0,0.0000,0,0,0.0000
3172,2024-05-16,iXS_PCD_NPA_1T,2964,67,3,15000.0000,26,3,16750.0000,34,5,9000.0000,15,1,1000.0000,0,0,0.0000
3173,2024-05-17,iXS_PMS,3330,17,2,12250.0000,10,4,42250.0000,10,0,0.0000,2,1,16000.0000,0,0,0.0000
3174,2024-05-22,iXS_PCD_NPA_CPay,9109,902,104,483750.0000,503,188,698750.0000,575,119,458750.0000,418,91,329800.0000,13,21,137750.0000
3175,2024-05-22,iXS_RUC_NPA_CPay,319,39,4,7500.0000,10,6,6500.0000,18,2,10000.0000,12,1,3000.0000,1,1,7000.0000
3176,2024-05-23,iXS_RUC_2T,5586,33,4,10000.0000,21,7,49000.0000,7,1,2750.0000,11,3,10250.0000,1,1,12000.0000
3177,2024-05-27,iXS_PCD_Auto,5490,11,1,3000.0000,31,15,49000.0000,23,8,89750.0000,11,4,13750.0000,1,2,10500.0000
3178,2024-05-29,iXS_RUC_PlafondMinimo,1105,2,0,0.0000,11,5,7250.0000,3,2,10000.0000,8,1,5000.0000,0,0,0.0000
3184,2024-06-03,iXS_PCDPM_1T,10002,103,24,153000.0000,119,63,368250.0000,51,25,107500.0000,25,14,69000.0000,3,0,0.0000
3194,2024-06-03,iXS_CCR_SMSA,3347,25,6,40250.0000,48,10,76250.0000,24,11,106250.0000,25,2,8500.0000,0,1,45750.0000
3195,2024-06-03,iXS_CCR_SMSB,4977,53,18,108500.0000,64,28,212000.0000,36,13,94750.0000,29,11,94500.0000,0,1,2000.0000
3196,2024-06-03,iXS_CCR_SMSC,22208,141,29,146750.0000,87,35,208000.0000,35,9,32000.0000,28,6,28000.0000,1,0,0.0000
3208,2024-07-01,iXS_PCDPM_1T,18518,377,141,976000.0000,184,105,693200.0000,93,37,181500.0000,46,9,52500.0000,2,0,0.0000
3209,2024-07-05,iXS_Terminados_NPA_1T,120704,773,118,771000.0000,443,131,972750.0000,114,23,144000.0000,106,15,95250.0000,4,4,21500.0000
3210,2024-07-05,iXS_PMS,4891,55,22,121000.0000,42,20,117750.0000,11,11,59500.0000,6,1,5000.0000,1,0,0.0000
3211,2024-07-08,iXS_RUC_PlafondMinimo,116,1,1,40000.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000
3214,2024-07-08,iXS_RUC_NPA_1T,358,30,7,31750.0000,15,6,11750.0000,14,0,0.0000,13,1,5000.0000,1,0,0.0000
3221,2024-07-09,iXS_CCR_SMSA,2704,35,10,78500.0000,45,14,139000.0000,19,8,18750.0000,10,2,6500.0000,2,0,0.0000
3222,2024-07-09,iXS_CCR_SMSB,4543,67,15,66750.0000,52,28,183000.0000,37,19,96500.0000,15,8,63500.0000,1,0,0.0000
3223,2024-07-09,iXS_CCR_SMSC,13231,153,21,107750.0000,128,40,189250.0000,68,18,138000.0000,56,9,82000.0000,0,0,0.0000
3224,2024-07-09,iXS_RUC_1T,13951,171,50,216300.0000,112,58,304000.0000,40,19,106500.0000,23,5,25250.0000,2,0,0.0000
3225,2024-07-10,iXS_PMS,4952,30,10,106500.0000,26,12,113750.0000,6,3,9000.0000,0,3,56750.0000,0,0,0.0000
